,song_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_sales
8082,Carry on Wayward Son,322093,0.00283,0.4529999999999999,0.7879999999999999,0.0001189999999999,7,0.441,-5.712000000000001,1,0.0326,126.737,4,0.7929999999999999,32282.579999999998
8083,One Week,169760,0.00854,0.7020000000000001,0.898,0.000154,9,0.0917,-6.002999999999999,1,0.0373,112.845,4,0.731,27391.28
8084,Careless Whisper,300106,0.128,0.574,0.629,0.0,2,0.271,-8.815,0,0.0363,153.119,4,0.7859999999999999,37173.88
8085,Macarena,249506,0.422,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965,30326.06
8086,Blue (Da Ba Dee) - Extended Remix,286666,0.236,0.8240000000000001,0.978,0.000718,7,0.3929999999999999,-9.244,0,0.0616,127.997,4,0.78,2934.7799999999997
8087,Africa,295893,0.257,0.6709999999999999,0.373,7.950000000000001e-05,9,0.0481,-18.064,1,0.0323,92.717,4,0.732,42065.18
8088,Tubthumping,278960,0.1169999999999999,0.606,0.8640000000000001,0.0,11,0.366,-7.504,0,0.0919,103.834,4,0.579,31304.32
8089,Cotton Eye Joe,193826,0.0124,0.738,0.937,0.00206,9,0.0338,-7.787999999999999,0,0.0668,131.994,4,0.614,28858.67
8090,Man! I Feel Like A Woman!,233693,0.475,0.667,0.753,0.0,10,0.0915,-3.035,1,0.0336,124.979,4,0.6990000000000001,29836.93
8091,Pretty Fly (For A White Guy),188666,0.1119999999999999,0.722,0.901,0.0,11,0.0674,-3.66,0,0.105,143.401,4,0.963,35706.49
8092,Bye Bye Bye,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861,35706.49
8093,My Band,298773,0.497,0.851,0.8490000000000001,2.05e-06,1,0.1159999999999999,-3.383,0,0.0828,120.014,4,0.8440000000000001,34239.1
8094,Wake Me up Before You Go-Go,230666,0.192,0.612,0.738,0.0,0,0.0779,-6.648,1,0.0479,81.327,4,0.883,11739.119999999999
8095,Just A Friend,238266,0.12,0.862,0.6629999999999999,0.0,0,0.318,-9.004,1,0.21,85.30799999999999,4,0.8370000000000001,30815.19
8096,Wannabe,173026,0.1009999999999999,0.768,0.8640000000000001,0.0,11,0.162,-6.145,1,0.0324,110.008,4,0.8909999999999999,39619.53
8097,"Boom, Boom, Boom, Boom!!",201840,0.0108,0.8,0.894,0.437,6,0.0285,-7.346,0,0.04,138.48,4,0.967,29347.8
8098,Teenage Dirtbag,241840,0.36,0.617,0.84,8.85e-05,4,0.179,-4.063,1,0.0512,94.676,4,0.57,35217.36
8099,Toxic,198813,0.0279,0.774,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923,29347.8
8100,I Love It (feat. Charli XCX) - Original Version,155337,0.00855,0.7140000000000001,0.905,2.55e-05,8,0.146,-2.6630000000000003,1,0.0289,125.927,4,0.838,33260.84
8101,Ice Ice Baby,254466,0.0023,0.978,0.787,4.6e-06,2,0.102,-2.79,1,0.0394,116.006,4,0.597,34728.23
8102,What's Up?,295493,0.16,0.561,0.555,0.0,11,0.114,-9.734,0,0.0287,134.369,4,0.497,39130.4
8103,Baby Got Back,260866,0.00391,0.936,0.76,3.39e-06,1,0.0394,-7.872999999999999,1,0.282,128.47899999999998,4,0.657,27391.28
8104,All The Small Things,168000,0.0122,0.439,0.8909999999999999,0.0,0,0.547,-4.763999999999999,1,0.057,148.599,4,0.695,39130.4
8105,"Sugar, We're Goin Down",229093,0.00898,0.499,0.8240000000000001,0.0,7,0.163,-4.7410000000000005,1,0.0794,161.977,4,0.6990000000000001,38641.27
8106,You Get What You Give,300773,0.171,0.618,0.8959999999999999,0.0,2,0.0875,-5.357,1,0.0307,113.961,4,0.711,36684.75
8107,Wild Wild West - Album Version With Intro,268453,0.0983,0.861,0.597,0.0,10,0.176,-7.221,0,0.162,107.016,4,0.6940000000000001,28858.67
8108,I'd Do Anything for Love (But I Won't Do That) - Radio Edit,321973,0.612,0.395,0.535,0.0,2,0.298,-9.105,1,0.0689,103.783,4,0.356,4402.17
8109,A Thousand Miles,237440,0.314,0.56,0.825,0.0,11,0.2269999999999999,-3.794,1,0.0352,94.931,4,0.3389999999999999,32771.71
8110,Closing Time,274160,0.0196,0.484,0.841,1.71e-06,7,0.148,-5.438,1,0.0291,92.124,4,0.304,28858.67
8111,Summer Of '69,212933,0.0155,0.497,0.852,0.0,2,0.0793,-5.517,1,0.0405,138.8,4,0.713,9293.47
8112,Good Vibrations,269306,0.00234,0.7140000000000001,0.953,0.376,1,0.0245,-8.354,1,0.0543,121.653,4,0.882,28858.67
8113,U Can't Touch This,257360,0.00456,0.867,0.517,0.000339,11,0.0864,-13.222,0,0.0875,133.148,4,0.866,35706.49
8114,Never Gonna Give You Up,212400,0.0262,0.695,0.976,2.4100000000000003e-05,8,0.182,-6.982,1,0.0428,113.357,4,0.937,26902.15
8115,Two Princes,256733,0.00162,0.5429999999999999,0.912,2.1e-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.836,36195.62
8116,1985,193000,0.000246,0.607,0.878,0.0,4,0.337,-4.422,1,0.0665,119.955,4,0.853,29836.93
8117,Sussudio,264946,0.0154,0.736,0.838,0.0608,0,0.0454,-6.932,1,0.0725,121.242,4,0.79,5869.5599999999995
8118,I Kissed A Girl,179640,0.00223,0.6990000000000001,0.76,0.0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,30815.19
8119,Smooth Criminal,209266,0.00434,0.647,0.964,0.0036,9,0.15,-4.225,0,0.06,126.942,4,0.875,36684.75
8120,Iris,289906,0.00133,0.291,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513,38641.27
8121,Tipsy - Radio Mix,243026,0.0484,0.925,0.748,0.0,11,0.1009999999999999,-5.572,0,0.278,92.978,4,0.615,31793.45
8122,Livin' On A Prayer,250626,0.0665,0.52,0.887,0.000179,0,0.186,-3.2960000000000003,1,0.0349,122.528,4,0.7929999999999999,30815.19
8123,Sweet Caroline,201066,0.365,0.546,0.254,0.0008619999999999,11,0.262,-10.545,1,0.0279,63.978,4,0.59,5869.5599999999995
8124,Beverly Hills,196066,0.0907,0.555,0.825,0.0,5,0.32,-3.779,1,0.142,175.61,4,0.75,1956.52
8125,Party Up,274053,0.0861,0.49,0.927,0.0,11,0.0833,-3.826,1,0.34,201.83,4,0.495,24945.63
8126,Livin' la Vida Loca,243160,0.00411,0.425,0.954,0.0,1,0.0555,-3.756,0,0.0476,178.043,4,0.933,35706.49
8127,Tainted Love,202693,0.0010199999999999,0.621,0.8759999999999999,0.0,8,0.1689999999999999,-7.785,1,0.0751,142.023,4,0.569,24456.5
8128,Mr. Jones,272733,0.181,0.5770000000000001,0.82,8.599999999999999e-06,0,0.165,-5.4910000000000005,1,0.0365,141.61,4,0.753,3913.04
8129,The Boys of Summer,258000,0.000674,0.251,0.954,0.000132,6,0.0975,-2.879,1,0.0691,191.05900000000003,4,0.264,32771.71
8130,MMMBop,268653,0.00565,0.693,0.937,0.00411,9,0.0778,-6.297999999999999,1,0.0503,104.844,4,0.662,31304.32
8131,Steal My Sunshine,265533,0.3939999999999999,0.413,0.8290000000000001,0.0,4,0.108,-11.111,1,0.529,191.477,4,0.677,29836.93
8132,I'm Just A Kid,198333,0.00107,0.527,0.8340000000000001,0.000102,1,0.0993,-5.531000000000001,1,0.0447,110.065,4,0.422,6847.82
8133,Lovefool - Radio Edit,193893,0.0646,0.64,0.602,0.0,9,0.375,-7.902,1,0.0299,111.87,4,0.951,36684.75
8134,Miami,197416,0.0339,0.877,0.534,1.73e-05,1,0.0441,-6.18,1,0.151,108.171,4,0.89,35217.36
8135,Don't Go Breaking My Heart,273400,0.18,0.725,0.838,2.36e-06,5,0.1119999999999999,-9.063,1,0.0355,131.47799999999998,4,0.746,23478.239999999998
8136,We Didn't Start the Fire,288400,0.0849,0.711,0.967,0.0,7,0.245,-5.204,1,0.0474,145.024,4,0.892,28858.67
8137,Down Under,220866,0.0485,0.746,0.79,0.0261,11,0.0534,-4.7,0,0.0257,107.231,4,0.8909999999999999,37173.88
8138,What's Luv? (feat. Ja-Rule & Ashanti),267093,0.0219,0.835,0.7070000000000001,2.19e-05,8,0.108,-5.074,1,0.0598,93.955,4,0.919,36195.62
8139,I'm Like A Bird,243160,0.149,0.615,0.633,0.0,10,0.298,-5.113,1,0.0388,89.662,4,0.622,24945.63
8140,Nothing Compares 2 U,280040,0.0425,0.511,0.574,2.33e-05,5,0.105,-7.016,1,0.0273,119.917,4,0.161,5380.43
8141,Believe,239026,0.0082,0.652,0.917,0.0,6,0.0509,-6.72,1,0.0548,132.975,4,0.4589999999999999,37663.01
8142,Freek-A-Leek,235186,0.0744,0.7559999999999999,0.691,0.0,2,0.364,-3.718,1,0.178,104.999,4,0.632,31304.32
8143,I Don't Want to Miss a Thing,298760,0.165,0.3829999999999999,0.662,0.0,2,0.248,-5.162000000000001,1,0.0333,121.154,4,0.138,38152.14
8144,Push,238666,0.0067,0.42,0.672,0.0,6,0.108,-7.902,1,0.027,168.019,4,0.476,35217.36
8145,Rock Me Amadeus - The Gold Mix,203173,0.409,0.62,0.778,0.00258,4,0.0903,-11.061,0,0.121,176.667,4,0.912,2445.65
8146,My Sharona,295400,0.0589,0.586,0.7,0.00125,0,0.0318,-9.558,1,0.0363,147.245,4,0.897,36195.62
8147,California - Tchad Blake Mix,193933,0.0387,0.4,0.805,5.4000000000000005e-05,4,0.109,-7.305,1,0.0407,158.459,4,0.324,33749.97
8148,The Rhythm of the Night,264280,0.0002319999999999,0.69,0.805,0.7390000000000001,5,0.095,-11.522,0,0.0336,127.808,4,0.799,34239.1
8149,Swing,217893,0.0216,0.8859999999999999,0.474,0.0,1,0.088,-8.045,0,0.2739999999999999,150.06799999999998,4,0.825,27880.41
8150,Grace Kelly,187733,0.0219,0.6779999999999999,0.847,0.0329,0,0.373,-5.825,1,0.0519,122.287,4,0.601,29347.8
8151,Mean,237733,0.452,0.568,0.7609999999999999,0.0,4,0.217,-3.987,1,0.0459,163.97400000000002,4,0.789,30326.06
8152,In the Summertime,211880,0.7240000000000001,0.754,0.449,0.0,4,0.162,-14.013,1,0.0615,82.751,4,0.973,8804.34
8153,Adrian,212485,0.0439,0.695,0.8690000000000001,9.940000000000002e-05,3,0.1669999999999999,-3.844,1,0.0637,112.949,4,0.32,31304.32
8154,Ultimatum - Edit,213381,0.303,0.838,0.706,0.863,7,0.0712,-7.626,0,0.067,118.017,4,0.7759999999999999,34239.1
8155,Let's Go,191428,0.0238,0.624,0.847,0.902,11,0.0674,-5.462000000000001,0,0.034,125.997,4,0.179,10760.86
8156,Lullaby,204022,0.0784,0.725,0.8340000000000001,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.8590000000000001,39130.4
8157,Mama Look At Me Now,178131,0.0259,0.59,0.6779999999999999,2.2e-05,10,0.0707,-5.48,1,0.0384,126.061,4,0.4,34728.23
8158,Dreamer,251147,0.0237,0.627,0.847,0.0,10,0.212,-5.303,1,0.0352,126.017,4,0.611,38641.27
8159,Funky Sensation,215593,0.0101,0.6779999999999999,0.795,0.0159,4,0.0981,-6.309,0,0.131,118.006,4,0.648,33749.97
8160,Born To Be Yours,193320,0.3,0.688,0.688,0.0,3,0.0982,-5.84,1,0.0357,114.011,4,0.451,37663.01
8161,Solid,171567,0.002,0.603,0.7390000000000001,0.746,11,0.6509999999999999,-5.783,1,0.0395,128.029,4,0.21,30815.19
8162,Back In Your Heart,172000,0.121,0.531,0.863,0.0,8,0.123,-4.082,1,0.114,120.055,4,0.584,32771.71
8163,Live Like This,183182,0.0036899999999999,0.56,0.727,0.000126,5,0.239,-6.602,0,0.1169999999999999,127.97,4,0.346,30326.06
8164,Head Up,191219,0.336,0.439,0.944,0.0,6,0.0893,-1.864,0,0.221,122.739,4,0.278,32771.71
8165,Turn Around - Youngr Bootleg,206505,0.0147,0.633,0.7759999999999999,1.84e-05,1,0.163,-6.763,0,0.095,131.951,4,0.311,28369.54
8166,Satisfied (feat. MAX),155939,0.00759,0.75,0.6509999999999999,0.0,1,0.521,-4.655,1,0.121,120.055,4,0.928,35706.49
8167,The Nights,176658,0.0166,0.527,0.835,0.0,6,0.249,-5.297999999999999,1,0.0433,125.983,4,0.654,39130.4
8168,"September - Throttle x Earth, Wind & Fire",256622,0.0234,0.71,0.893,4.89e-06,6,0.335,-5.904,0,0.149,122.018,4,0.4579999999999999,31793.45
8169,Feel Good,166946,0.115,0.7090000000000001,0.904,0.000247,4,0.1669999999999999,-3.916,1,0.0388,125.947,4,0.6679999999999999,37173.88
8170,Dished (Male Stripper) - Edit,160522,0.0503,0.685,0.92,0.901,8,0.0605,-5.875,1,0.0297,123.011,4,0.625,24456.5
8171,Feels Great (feat. Fetty Wap & CVBZ),193568,0.0477,0.53,0.81,0.0,0,0.127,-3.726,1,0.0547,90.03,4,0.255,27391.28
8172,Don't Stop,187008,0.00197,0.628,0.908,0.19,4,0.235,-3.622,1,0.045,122.024,4,0.882,29347.8
8173,Dreams - Lost Kings Remix,206013,0.281,0.623,0.89,0.0,7,0.118,-3.832,1,0.0377,127.978,4,0.665,28858.67
8174,Golden Pineapple,188110,0.000696,0.667,0.948,0.973,9,0.151,-4.149,0,0.104,125.973,4,0.3229999999999999,8804.34
8175,Ride Or Die (feat. Foster The People) - Vicetone Remix,195789,0.35,0.6,0.871,0.0,0,0.0584,-4.527,1,0.0492,113.967,4,0.511,31793.45
8176,Neutron Dance - Edit,171613,0.0123,0.679,0.843,0.917,7,0.3279999999999999,-7.377999999999999,1,0.0396,125.03,4,0.8270000000000001,31304.32
8177,Feels Like Home,219080,0.141,0.7490000000000001,0.907,0.0,6,0.108,-3.168,1,0.0638,124.958,4,0.68,36195.62
8178,Go with the Flow,176625,0.133,0.7240000000000001,0.901,0.000571,11,0.11,-4.383,1,0.0763,120.016,4,0.695,29836.93
8179,Oh Baby,159895,0.0281,0.696,0.7979999999999999,0.00119,8,0.118,-5.011,1,0.0345,124.023,4,0.3879999999999999,27880.41
8180,Better Not (feat. Wafia),222865,0.278,0.7829999999999999,0.537,0.0,9,0.2289999999999999,-2.9210000000000003,1,0.0749,113.977,4,0.392,39130.4
8181,Just Don't Know It Yet,171428,0.0232,0.688,0.838,0.0,9,0.131,-3.25,1,0.114,126.069,4,0.359,31304.32
8182,Footprint,200624,0.0131,0.599,0.858,0.0252,1,0.37,-6.098,1,0.151,128.00799999999998,4,0.226,29836.93
8183,Anywhere,176500,0.00306,0.615,0.8270000000000001,1.57e-05,2,0.222,-4.796,0,0.0327,126.012,4,0.0695,29347.8
8184,Spread Love (Paddington) [feat. DVNO],192731,0.0215,0.7290000000000001,0.899,0.00118,0,0.1159999999999999,-4.757,1,0.191,121.97,4,0.623,32771.71
8185,Get What You Give,219173,0.0143,0.626,0.748,0.0,1,0.123,-5.899,1,0.0345,121.067,4,0.223,29347.8
8186,Move (Time To Get Loose),188438,0.0057799999999999,0.7909999999999999,0.7929999999999999,0.0268,2,0.25,-7.546,1,0.0617,123.97,4,0.895,19565.2
8187,Saturday Night,186382,0.1159999999999999,0.779,0.8909999999999999,0.00541,8,0.0396,-4.754,1,0.0903,122.995,4,0.7829999999999999,28369.54
8188,Drift,207772,0.00611,0.496,0.966,0.953,2,0.0671,-3.568,1,0.0407,126.017,4,0.0615,27391.28
8189,Chateau - ARTY Remix,227244,0.036,0.552,0.821,0.0851,5,0.0618,-4.2410000000000005,1,0.026,126.954,4,0.401,28369.54
8190,This Time,188160,0.0244,0.578,0.861,0.0101,6,0.1689999999999999,-4.591,0,0.133,125.062,4,0.156,26902.15
8191,Changa - Blanke Remix,188470,0.033,0.53,0.789,0.119,9,0.272,-5.546,1,0.0431,110.086,4,0.0654,28858.67
8192,Save A Little Love,202930,0.0104,0.629,0.909,0.0,0,0.5529999999999999,-2.582,0,0.108,121.943,4,0.321,30326.06
8193,Rain,202517,0.00209,0.49,0.8640000000000001,0.0269,10,0.1689999999999999,-4.165,1,0.0308,128.047,4,0.0579,30326.06
8194,Dance 2 Your Heartbeat,213333,0.0139999999999999,0.657,0.92,0.0147,0,0.337,-4.323,1,0.0373,126.008,4,0.355,27391.28
8195,Last Night A DJ Saved My Life (feat. Anané & Tony Touch),296446,0.00526,0.937,0.4589999999999999,0.00426,11,0.198,-8.234,1,0.104,114.997,4,0.7509999999999999,26902.15
8196,Bambini,162187,0.000763,0.477,0.916,0.684,1,0.124,-4.94,1,0.037,127.988,4,0.1119999999999999,7336.95
8197,Stockholm Skies (feat. Tom Taped & Alex Aris),273440,0.0172,0.5589999999999999,0.759,0.00558,10,0.158,-5.8660000000000005,1,0.0394,128.001,4,0.145,27391.28
8198,Inhale,190730,0.0224,0.74,0.8170000000000001,0.0,2,0.0643,-4.35,1,0.0642,118.029,4,0.47,17119.55
8199,All We Need Is Love,219997,0.0422,0.601,0.901,0.0,1,0.0861,-3.731,1,0.0579,122.098,4,0.315,26902.15
8200,I Can Be Somebody,277500,0.0168,0.634,0.482,0.00115,0,0.147,-8.398,1,0.0331,127.928,4,0.238,30815.19
8201,Never Let You Go (feat. John Newman),232906,0.0741,0.735,0.747,0.0,10,0.103,-4.959,1,0.0837,123.025,4,0.555,33749.97
8202,This Song,247506,0.0712,0.6709999999999999,0.763,0.000655,2,0.171,-6.077999999999999,1,0.0434,120.013,4,0.304,28369.54
8203,At Twilight,250971,0.00315,0.45,0.872,0.83,2,0.071,-5.312,1,0.0408,175.025,4,0.2,26413.02
8204,You Can't Hurry Love,165080,0.762,0.617,0.81,0.0,10,0.134,-6.513,1,0.0798,97.389,4,0.65,13695.64
8205,"Sugar, Sugar",167186,0.466,0.736,0.871,0.0,2,0.108,-2.786,1,0.0278,122.395,4,0.967,34728.23
8206,"I Can't Help Myself (Sugar Pie, Honey Bunch)",166466,0.1969999999999999,0.6920000000000001,0.633,0.0,0,0.0929,-7.733,1,0.0291,126.812,4,0.965,27880.41
8207,My Girl,176066,0.37,0.5920000000000001,0.512,0.0,7,0.243,-6.27,1,0.0427,104.826,4,0.565,7336.95
8208,Respect,147600,0.1639999999999999,0.805,0.5579999999999999,2.2e-05,0,0.0546,-5.226,1,0.0409999999999999,114.95,4,0.965,36195.62
8209,Ain't No Mountain High Enough,151666,0.482,0.669,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818,20054.329999999998
8210,Brown Eyed Girl,183306,0.182,0.491,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907,39130.4
8211,Wouldn't It Be Nice - 2012 - Remaster,153866,0.7240000000000001,0.385,0.657,0.0,5,0.105,-6.975,1,0.0342,124.895,4,0.672,26413.02
8212,"Signed, Sealed, Delivered (I'm Yours)",158040,0.00495,0.6459999999999999,0.784,0.0,5,0.061,-6.1370000000000005,1,0.0334,108.84,4,0.8190000000000001,31793.45
8213,Build Me Up Buttercup,177533,0.313,0.66,0.512,0.0,0,0.283,-7.183,1,0.0294,133.607,4,0.852,35706.49
8214,Here Comes The Sun - Remastered 2009,185733,0.0339,0.557,0.54,0.00248,9,0.179,-10.484000000000002,1,0.0347,129.171,4,0.3939999999999999,40108.659999999996
8215,I Want You Back,180893,0.466,0.674,0.584,0.00195,8,0.187,-8.204,1,0.0318,98.293,4,0.96,29347.8
8216,(What A) Wonderful World,125440,0.627,0.691,0.507,0.0,11,0.457,-10.23,1,0.0343,128.518,4,0.885,34728.23
8217,(Your Love Keeps Lifting Me) Higher & Higher,181066,0.176,0.631,0.69,0.0,2,0.121,-6.676,1,0.0531,94.574,4,0.938,35706.49
8218,This Will Be (An Everlasting Love) - 2003 Digital Remaster,171360,0.185,0.682,0.605,0.00326,8,0.0469,-10.771,1,0.0403,125.96,4,0.914,31793.45
8219,"Oh, Pretty Woman",176213,0.309,0.662,0.6890000000000001,7.77e-06,9,0.0476,-6.227,1,0.03,126.624,4,0.947,29347.8
8220,Be My Baby,160906,0.181,0.511,0.769,0.0,4,0.0921,-7.032,1,0.042,129.657,4,0.818,35217.36
8221,It's Not Unusual,119933,0.609,0.479,0.67,0.0,0,0.336,-10.476,1,0.045,92.1,4,0.926,7826.08
8222,Baby Love,158040,0.782,0.5820000000000001,0.636,0.0,0,0.534,-9.266,1,0.0381,135.769,4,0.715,33260.84
8223,Do You Believe in Magic?,125826,0.218,0.552,0.742,0.0,0,0.3389999999999999,-7.962999999999999,1,0.0454,138.591,4,0.7509999999999999,32282.579999999998
8224,Sherry,152160,0.626,0.703,0.478,0.0,7,0.113,-8.062000000000001,1,0.0441,117.562,4,0.7340000000000001,30815.19
8225,Sweet Caroline,203573,0.623,0.525,0.131,0.000145,11,0.254,-15.937,1,0.0281,63.071000000000005,4,0.616,23478.239999999998
8226,(Sittin' On) The Dock Of The Bay,166826,0.726,0.486,0.312,1.59e-06,2,0.0601,-13.522,1,0.0533,205.917,4,0.598,31304.32
8227,I'm A Believer,165613,0.595,0.503,0.772,2.47e-06,0,0.1989999999999999,-6.205,1,0.0322,79.462,4,0.935,28858.67
8228,Please Mr. Postman,149093,0.715,0.779,0.7959999999999999,0.0,2,0.148,-3.526,1,0.0319,120.989,4,0.963,8804.34
8229,Walk Like A Man,137933,0.605,0.6809999999999999,0.64,0.0,3,0.0641,-10.364,1,0.0346,117.884,4,0.966,28369.54
8230,Happy Together,176293,0.55,0.584,0.367,1.3800000000000002e-05,6,0.0818,-9.638,0,0.0328,120.175,4,0.588,36195.62
8231,Mrs. Robinson,244026,0.713,0.606,0.457,2.53e-05,6,0.0747,-14.035,0,0.0497,92.033,4,0.813,36684.75
8232,I Say A Little Prayer,212360,0.5670000000000001,0.589,0.5579999999999999,0.0,9,0.102,-6.908,1,0.0314,133.27100000000002,4,0.466,32771.71
8233,ABC,177426,0.451,0.71,0.815,0.000469,8,0.0975,-7.765,1,0.0438,93.603,4,0.955,32282.579999999998
8234,This Old Heart Of Mine (Is Weak For You) - Single Version,175893,0.377,0.601,0.636,0.0,5,0.148,-7.447,1,0.0322,130.594,4,0.8640000000000001,26902.15
8235,Come See About Me - Stereo Version,162306,0.675,0.7290000000000001,0.637,0.0,7,0.217,-7.732,1,0.039,126.489,4,0.856,12717.38
8236,Gimme Some Lovin' - Single Mix,173973,0.0126,0.493,0.688,0.256,7,0.38,-8.142999999999999,1,0.0321,147.403,4,0.5329999999999999,10760.86
8237,Everyday People,139506,0.245,0.813,0.619,0.0151,7,0.113,-8.203,1,0.0294,114.58,4,0.774,32771.71
8238,Dream Lover,150706,0.715,0.526,0.774,0.0,5,0.437,-1.692,1,0.0459,131.715,4,0.715,24945.63
8239,I Heard It Through The Grapevine - Single Version (Mono),193493,0.255,0.735,0.52,0.0,11,0.106,-6.18,1,0.0371,118.441,4,0.688,29836.93
8240,Do Wah Diddy Diddy,143400,0.262,0.6609999999999999,0.557,0.0,4,0.0557,-8.244,1,0.049,125.445,4,0.957,31304.32
8241,Everyday - Single Version,128266,0.497,0.735,0.257,0.0,8,0.081,-10.748,1,0.0344,135.48,4,0.513,26413.02
8242,Get Ready,158733,0.401,0.614,0.6940000000000001,1.38e-06,7,0.235,-4.743,0,0.0337,137.088,4,0.8,7336.95
8243,Mony Mony,174133,0.322,0.5920000000000001,0.8340000000000001,0.0,2,0.364,-11.565,1,0.0334,130.967,4,0.809,26902.15
8244,I Think We're Alone Now,131953,0.2,0.78,0.437,0.000174,9,0.0679,-10.277,1,0.0606,131.225,4,0.82,19076.07
8245,(Love Is Like A) Heat Wave,163053,0.4589999999999999,0.624,0.61,0.00435,0,0.271,-9.186,0,0.0543,82.65,4,0.759,30815.19
8246,Why Do Fools Fall in Love,138973,0.617,0.439,0.4579999999999999,6.02e-05,1,0.121,-9.906,1,0.0675,174.14700000000002,4,0.866,27391.28
8247,Then He Kissed Me,158853,0.6809999999999999,0.44,0.682,3.33e-05,4,0.207,-7.416,1,0.0373,135.917,4,0.626,29347.8
8248,My Boyfriend's Back - Single Version,128666,0.633,0.679,0.7909999999999999,0.0,8,0.1939999999999999,-8.49,1,0.123,135.862,4,0.978,5380.43
8249,California Dreamin',160373,0.382,0.547,0.722,0.0,1,0.049,-6.593,0,0.0389,112.424,4,0.654,27880.41
8250,One Fine Day,128199,0.488,0.251,0.868,7.34e-06,1,0.8140000000000001,-2.685,1,0.128,177.13,4,0.599,29347.8
8251,Daydream Believer,179613,0.256,0.51,0.488,0.0,7,0.11,-10.304,1,0.0304,125.683,4,0.649,32282.579999999998
8252,I'm Into Something Good,153506,0.716,0.5920000000000001,0.4579999999999999,0.0,0,0.237,-8.2,1,0.0296,133.55100000000002,4,0.723,26413.02
8253,"Reach Out, I'll Be There",180066,0.0257,0.618,0.626,0.0,3,0.173,-8.294,0,0.0281,119.677,4,0.703,26413.02
8254,Chateau,273533,0.6579999999999999,0.6609999999999999,0.585,0.8759999999999999,5,0.102,-11.255,1,0.0367,129.98,4,0.606,27880.41
8255,1957,204213,0.6629999999999999,0.3879999999999999,0.595,5.58e-05,1,0.178,-9.799,1,0.0325,190.043,4,0.596,30815.19
8256,Shake,241706,0.472,0.48,0.79,0.713,4,0.155,-7.775,1,0.0353,111.025,4,0.446,6847.82
8257,Call Me In The Afternoon,193240,0.126,0.512,0.948,0.0122,1,0.1119999999999999,-7.922999999999999,1,0.0439,88.556,4,0.607,27880.41
8258,Saturday Sun,214720,0.484,0.637,0.8640000000000001,0.0,8,0.222,-4.381,1,0.0468,99.995,4,0.706,29347.8
8259,Little Road,195680,0.6659999999999999,0.66,0.618,0.00176,8,0.184,-8.136000000000001,1,0.04,108.942,4,0.302,27880.41
8260,Graveclothes,227105,0.0538,0.431,0.823,2.48e-05,7,0.0855,-5.5920000000000005,1,0.122,176.53599999999997,4,0.624,29347.8
8261,Mountain To Move,236280,0.431,0.662,0.947,0.0069999999999999,7,0.0974,-6.409,1,0.0517,110.006,4,0.31,29836.93
8262,Sleep On The Floor,211851,0.249,0.389,0.431,0.0,7,0.13,-8.061,1,0.0344,142.14,4,0.275,34239.1
8263,Awake,194129,0.654,0.618,0.7490000000000001,0.213,11,0.255,-5.093,0,0.0304,111.986,4,0.5479999999999999,9782.6
8264,Common Man,133477,0.7509999999999999,0.3879999999999999,0.59,0.0,6,0.25,-7.172999999999999,1,0.0565,155.208,4,0.747,29347.8
8265,Either Way,135560,0.637,0.6509999999999999,0.621,0.000122,8,0.0712,-7.271,1,0.0359,77.578,4,0.914,28858.67
8266,Cleopatra,201413,0.228,0.536,0.775,0.000143,8,0.0947,-6.765,1,0.0394,151.393,4,0.485,32771.71
8267,Olalla,247373,0.662,0.5720000000000001,0.409,0.296,3,0.125,-11.384,1,0.0377,129.983,4,0.351,34728.23
8268,Hummingbird,192743,0.435,0.959,0.424,0.00049,2,0.107,-9.5,1,0.0522,108.997,4,0.852,27391.28
8269,Tomorrow,240586,0.73,0.564,0.354,3.43e-06,7,0.208,-10.85,1,0.0334,98.075,3,0.423,33749.97
8270,Sedona,239880,0.0372,0.396,0.677,0.000137,3,0.1119999999999999,-7.513,1,0.0354,135.17700000000002,4,0.249,33749.97
8271,Amadeus,207519,0.183,0.428,0.7240000000000001,0.000136,11,0.251,-7.263999999999999,0,0.0434,146.917,4,0.184,29836.93
8272,Can't Cheat Death,190786,0.408,0.616,0.754,3.45e-06,7,0.127,-7.312,0,0.0689,117.924,4,0.376,28369.54
8273,Dearly Departed (feat. Esmé Patterson),212800,0.303,0.5760000000000001,0.609,0.0,7,0.1639999999999999,-5.921,1,0.107,86.70299999999999,4,0.737,31304.32
8274,Back to You,195000,0.0897,0.499,0.94,7.28e-05,0,0.109,-2.741,1,0.0332,112.02,4,0.477,5869.5599999999995
